color,center,shape
blue,[27 21],rectangle
orange,[64 54],rectangle
gray,[33 58],circle
yellow,[11 41],rectangle
red,[25 47],circle
green,[27 22],rectangle
blue,[35 66],circle
orange,[43 22],rectangle
gray,[55 11],rectangle
yellow,[51 58],circle
red,[22 30],circle
green,[36 41],rectangle
blue,[67 44],rectangle
orange,[54 52],circle
gray,[61 17],rectangle
yellow,[64 69],rectangle
red,[50 41],circle
green,[67 36],rectangle
blue,[16 35],rectangle
orange,[46 61],rectangle
gray,[31 41],rectangle
yellow,[37 14],circle
red,[ 9 60],rectangle
green,[48 30],rectangle
blue,[31 58],circle
orange,[54 12],circle
gray,[66 28],rectangle
yellow,[38  5],rectangle
red,[36 16],circle
green,[31 41],rectangle
blue,[69 22],rectangle
orange,[52 17],rectangle
gray,[12 44],circle
yellow,[30 60],circle
red,[52 10],circle
green,[43 59],circle
blue,[25 28],rectangle
orange,[36 42],circle
gray,[40 23],circle
yellow,[59 29],rectangle
red,[42 15],rectangle
green,[18 36],circle
blue,[65  8],rectangle
orange,[59 52],rectangle
gray,[60 27],circle
yellow,[7 9],rectangle
red,[ 9 69],circle
green,[50 15],circle
blue,[12 44],circle
orange,[33  8],circle
gray,[56 38],circle
yellow,[28 54],circle
red,[27 29],rectangle
green,[52 10],rectangle
blue,[14  7],circle
orange,[12 27],circle
gray,[60 67],circle
yellow,[50 30],circle
red,[29 39],circle
green,[12 24],rectangle
blue,[42 53],circle
orange,[60 31],circle
gray,[18 63],rectangle
yellow,[35 24],rectangle
red,[39 13],rectangle
green,[69 24],circle
blue,[13 50],circle
orange,[53 30],rectangle
gray,[30 54],circle
yellow,[39 38],circle
red,[27 44],rectangle
green,[41 51],rectangle
blue,[52 63],rectangle
orange,[10 51],rectangle
gray,[51 15],circle
yellow,[11 32],circle
red,[67 17],rectangle
green,[43 52],rectangle
blue,[59 33],circle
orange,[46  6],circle
gray,[ 9 67],rectangle
yellow,[13 32],rectangle
red,[40 48],rectangle
green,[11 51],circle
blue,[45 28],circle
orange,[69 16],circle
gray,[13 69],circle
yellow,[61 62],rectangle
red,[48 57],circle
green,[33  9],rectangle
blue,[12 19],circle
orange,[35 37],rectangle
gray,[11 45],circle
yellow,[26 50],rectangle
red,[43 52],circle
green,[14 30],circle
blue,[46 68],circle
orange,[60 45],rectangle
gray,[ 8 47],circle
yellow,[60  5],rectangle
red,[58 59],circle
green,[48 47],rectangle
blue,[32 48],rectangle
orange,[22 30],circle
gray,[21 15],circle
yellow,[28 67],rectangle
red,[62 26],rectangle
green,[38 58],circle
blue,[42  5],rectangle
orange,[17 21],circle
gray,[68 11],circle
yellow,[ 8 44],rectangle
red,[31 56],circle
green,[12 48],circle
blue,[23 12],rectangle
orange,[59 68],circle
gray,[49 53],circle
yellow,[40 30],circle
red,[43 41],rectangle
green,[60 69],rectangle
blue,[37 69],circle
orange,[6 7],circle
gray,[50  7],rectangle
yellow,[12 43],rectangle
red,[68 26],circle
green,[48 52],rectangle
blue,[63  8],circle
orange,[25 60],circle
gray,[10 17],rectangle
yellow,[49 18],rectangle
red,[36 14],rectangle
green,[32 68],circle
blue,[ 5 62],rectangle
orange,[38 37],rectangle
gray,[ 9 36],rectangle
yellow,[56 69],rectangle
red,[34 24],rectangle
green,[36 42],rectangle
blue,[50 60],rectangle
orange,[64 43],circle
gray,[ 8 64],rectangle
yellow,[55 24],circle
red,[48 50],rectangle
green,[61 19],circle
blue,[ 5 17],circle
orange,[ 5 49],rectangle
gray,[21 29],circle
yellow,[38 17],circle
red,[45 18],rectangle
green,[41 33],rectangle
blue,[16 29],circle
orange,[15 52],circle
gray,[59 49],circle
yellow,[44 66],rectangle
red,[48 16],rectangle
green,[11 65],rectangle
blue,[ 6 16],circle
orange,[23 16],circle
gray,[65 32],circle
yellow,[28 33],circle
red,[32 64],circle
green,[18 22],rectangle
blue,[58 16],rectangle
orange,[63 48],circle
gray,[36  8],circle
yellow,[33 39],circle
red,[41 40],rectangle
green,[64 62],circle
blue,[20 22],circle
orange,[47  8],rectangle
gray,[ 8 38],rectangle
yellow,[54 22],rectangle
red,[67  8],circle
green,[38 43],circle
blue,[20 34],circle
orange,[18 65],rectangle
gray,[11  9],rectangle
yellow,[47 61],rectangle
red,[61 51],rectangle
green,[58 36],rectangle
blue,[8 9],circle
orange,[28 11],circle
gray,[61  9],rectangle
yellow,[66 69],rectangle
red,[48 65],circle
green,[47 34],rectangle
blue,[24 48],circle
orange,[55 21],circle
gray,[39  5],rectangle
yellow,[24 12],rectangle
red,[50  6],circle
green,[39 60],circle
blue,[24 30],rectangle
orange,[43 34],rectangle
gray,[65 43],circle
yellow,[65 58],circle
red,[15 26],rectangle
green,[37 26],rectangle
blue,[62 26],rectangle
orange,[45 57],rectangle
gray,[24 65],circle
yellow,[ 8 58],rectangle
red,[35 19],rectangle
green,[69 14],circle
blue,[58 61],rectangle
orange,[50 33],rectangle
gray,[36 47],circle
yellow,[ 8 45],circle
red,[40 38],rectangle
green,[21 53],rectangle
blue,[45 18],rectangle
orange,[41 66],circle
gray,[59 27],rectangle
yellow,[58 58],circle
red,[32 61],rectangle
green,[48  9],circle
blue,[31 44],circle
orange,[ 8 68],rectangle
gray,[63 37],circle
yellow,[14 28],rectangle
red,[52  6],rectangle
green,[64 28],circle
blue,[18 59],circle
orange,[30 16],rectangle
gray,[42 25],rectangle
yellow,[51 60],circle
red,[14 21],circle
green,[55 51],circle
blue,[ 7 39],rectangle
orange,[65 30],circle
gray,[47  5],rectangle
yellow,[12 57],rectangle
red,[44  8],rectangle
green,[22 20],circle
blue,[59 31],rectangle
orange,[55 58],rectangle
gray,[23 41],rectangle
yellow,[26 63],rectangle
red,[42 29],circle
green,[ 9 26],circle
blue,[63 62],circle
orange,[33 47],circle
gray,[22 16],rectangle
yellow,[67 35],rectangle
red,[15 51],circle
green,[35 65],circle
blue,[66 23],rectangle
orange,[29 19],rectangle
gray,[51 15],rectangle
yellow,[10 32],circle
red,[ 9 60],circle
green,[42 61],circle
blue,[38 30],rectangle
orange,[54 18],rectangle
gray,[31  6],circle
yellow,[23 23],rectangle
red,[64 28],rectangle
green,[10 42],circle
blue,[64 58],circle
orange,[36 39],rectangle
gray,[ 8 68],rectangle
yellow,[39 66],circle
red,[26  7],rectangle
green,[45 20],circle
blue,[65 56],circle
orange,[10 47],rectangle
gray,[47 39],circle
yellow,[ 8 28],rectangle
red,[36 41],rectangle
green,[40 16],rectangle
blue,[11 24],rectangle
orange,[68 16],circle
gray,[63 56],rectangle
yellow,[17 61],rectangle
red,[38 55],rectangle
green,[ 7 68],circle
blue,[18 32],circle
orange,[64 69],circle
gray,[54 28],rectangle
yellow,[69 48],circle
red,[6 8],circle
green,[64 20],circle
blue,[64 62],rectangle
orange,[45 47],rectangle
gray,[22 62],rectangle
yellow,[36 34],circle
red,[ 6 59],circle
green,[18 19],circle
blue,[23 41],rectangle
orange,[44 24],rectangle
gray,[38 63],circle
yellow,[68 16],rectangle
red,[56 51],rectangle
green,[40 42],circle
blue,[41 19],circle
orange,[14 37],circle
gray,[64  5],circle
yellow,[12 20],rectangle
red,[29 12],circle
green,[27 56],circle
blue,[ 8 60],circle
orange,[13 18],rectangle
gray,[62  6],circle
yellow,[ 7 39],rectangle
red,[24 30],circle
green,[14 49],rectangle
blue,[48 10],rectangle
orange,[31  6],rectangle
gray,[63 63],circle
yellow,[34 66],rectangle
red,[60 29],circle
green,[45  9],rectangle
blue,[45 58],rectangle
orange,[12 35],circle
gray,[11 13],circle
yellow,[ 6 56],rectangle
red,[25 12],rectangle
green,[ 8 41],circle
blue,[38 33],rectangle
orange,[49  8],rectangle
gray,[31 47],rectangle
yellow,[54 41],circle
red,[40 43],circle
green,[38 10],rectangle
blue,[55 27],rectangle
orange,[21  5],rectangle
gray,[62 46],circle
yellow,[58  7],rectangle
red,[46 48],rectangle
green,[20 60],rectangle
blue,[45 66],rectangle
orange,[41 13],rectangle
gray,[34 27],rectangle
yellow,[7 7],rectangle
red,[67  6],rectangle
green,[47 69],rectangle
blue,[ 6 14],circle
orange,[45 12],rectangle
gray,[20 64],rectangle
yellow,[49 51],rectangle
red,[35 60],circle
green,[ 6 63],circle
blue,[11 28],rectangle
orange,[27  9],circle
gray,[53 20],rectangle
yellow,[33 39],rectangle
red,[63 31],rectangle
green,[63 64],circle
blue,[64 11],rectangle
orange,[49 55],circle
gray,[28 11],rectangle
yellow,[13 64],rectangle
red,[65  6],circle
green,[ 9 42],rectangle
blue,[42 54],circle
orange,[62 39],rectangle
gray,[47 22],circle
yellow,[26 39],rectangle
red,[68 22],circle
green,[42 25],rectangle
blue,[9 8],rectangle
orange,[13 48],circle
gray,[66 45],rectangle
yellow,[48 42],rectangle
red,[19  8],rectangle
green,[52 11],circle
blue,[54 31],rectangle
orange,[25 41],rectangle
gray,[11 62],rectangle
yellow,[69 37],circle
red,[69 38],circle
green,[43 40],rectangle
blue,[64 55],circle
orange,[10 41],circle
gray,[56 16],circle
yellow,[21 59],circle
red,[37 52],rectangle
green,[10 35],rectangle
blue,[48 66],circle
orange,[59 37],rectangle
gray,[30 15],rectangle
yellow,[55 14],rectangle
red,[ 5 55],rectangle
green,[53 31],rectangle
blue,[32 38],circle
orange,[39 17],circle
gray,[19 68],rectangle
yellow,[67 60],circle
red,[49 42],rectangle
green,[52 23],circle
blue,[52 62],circle
orange,[69 13],circle
gray,[18 59],circle
yellow,[15 26],circle
red,[46 36],rectangle
green,[ 6 22],rectangle
blue,[21 62],circle
orange,[63 40],circle
gray,[42  8],circle
yellow,[14  9],rectangle
red,[48 66],circle
green,[22 12],circle
blue,[56 25],circle
orange,[67 62],circle
gray,[21 42],rectangle
yellow,[21 69],rectangle
red,[39 19],circle
green,[57 49],rectangle
blue,[21 25],rectangle
orange,[69 14],rectangle
gray,[19  8],rectangle
yellow,[16 69],circle
red,[ 5 48],circle
green,[35 42],circle
blue,[58 36],rectangle
orange,[50 50],circle
gray,[23 17],rectangle
yellow,[40 19],circle
red,[46 49],circle
green,[65 57],rectangle
blue,[59 29],circle
orange,[15 19],circle
gray,[36 62],rectangle
yellow,[19 42],rectangle
red,[11 21],rectangle
green,[42 53],circle
blue,[53 26],rectangle
orange,[10 59],circle
gray,[30 34],rectangle
yellow,[60 67],circle
red,[ 5 67],rectangle
green,[66 30],rectangle
blue,[12 50],circle
orange,[40 61],rectangle
gray,[33 41],rectangle
yellow,[55 17],rectangle
red,[58  9],circle
green,[32 52],circle
blue,[38 28],circle
orange,[68 66],rectangle
gray,[35  6],rectangle
yellow,[52 58],circle
red,[63  5],circle
green,[47 20],rectangle
blue,[54 53],circle
orange,[62 67],rectangle
gray,[40 63],rectangle
yellow,[26 29],circle
red,[41 66],circle
green,[7 5],rectangle
blue,[20 55],rectangle
orange,[62 54],circle
gray,[36 29],rectangle
yellow,[65 10],rectangle
red,[ 7 34],rectangle
green,[35 41],circle
blue,[18 17],rectangle
orange,[14 50],circle
gray,[58  9],circle
yellow,[61 41],rectangle
red,[50 31],rectangle
green,[61 57],rectangle
blue,[ 8 23],rectangle
orange,[23 69],rectangle
gray,[37 43],rectangle
yellow,[65 39],rectangle
red,[ 5 19],circle
green,[57 39],circle
blue,[39 44],circle
orange,[18 66],circle
gray,[36 67],rectangle
yellow,[29  8],rectangle
red,[26 39],rectangle
green,[44 14],rectangle
blue,[ 6 32],circle
orange,[46 50],rectangle
gray,[66 35],circle
yellow,[35 69],circle
red,[19 52],circle
green,[36 31],rectangle
blue,[12 33],rectangle
orange,[44 53],circle
gray,[68 37],rectangle
yellow,[57 18],circle
red,[59 52],rectangle
green,[49 69],rectangle
blue,[46 27],rectangle
orange,[26 61],rectangle
gray,[25 15],rectangle
yellow,[14 26],rectangle
red,[19 68],circle
green,[53 57],circle
blue,[39 12],rectangle
orange,[56 33],circle
gray,[67  8],rectangle
yellow,[5 8],circle
red,[46 66],rectangle
green,[36 54],rectangle
blue,[17 27],rectangle
orange,[42 25],circle
gray,[64 31],circle
yellow,[ 5 12],circle
red,[11 16],rectangle
green,[39 33],rectangle
blue,[48 68],rectangle
orange,[21 38],circle
gray,[59 31],circle
yellow,[64  6],rectangle
red,[33 21],rectangle
green,[45 32],circle
blue,[53 61],rectangle
orange,[33 69],rectangle
gray,[57 11],circle
yellow,[14 45],rectangle
red,[64 65],rectangle
green,[39 13],rectangle
blue,[63 36],circle
orange,[ 6 12],circle
gray,[54  6],circle
yellow,[19 60],rectangle
red,[66 24],rectangle
green,[29 23],circle
blue,[51 30],rectangle
orange,[ 9 68],circle
gray,[25 48],circle
yellow,[13 17],rectangle
red,[44 25],rectangle
green,[57 53],circle
blue,[63 35],rectangle
orange,[10 56],circle
gray,[17 27],rectangle
yellow,[20 69],rectangle
red,[41 56],rectangle
green,[11 48],circle
blue,[40 26],circle
orange,[56 16],circle
gray,[ 6 25],circle
yellow,[24 26],circle
red,[33 65],rectangle
green,[69 49],circle
blue,[52 60],circle
orange,[69 23],circle
gray,[52 20],rectangle
yellow,[18 25],rectangle
red,[61 52],circle
green,[ 8 63],circle
blue,[43 32],rectangle
orange,[27 29],circle
gray,[ 7 22],circle
yellow,[ 7 44],circle
red,[43 31],rectangle
green,[16 39],circle
blue,[39 64],rectangle
orange,[18 13],circle
gray,[57 43],circle
yellow,[65 61],rectangle
red,[ 9 33],rectangle
green,[58 44],circle
blue,[31 33],circle
orange,[15 12],rectangle
gray,[44 58],rectangle
yellow,[12 67],rectangle
red,[18 66],rectangle
green,[69 64],rectangle
blue,[49 47],rectangle
orange,[33 48],rectangle
gray,[40 12],circle
yellow,[52 65],rectangle
red,[26 17],rectangle
green,[37 50],circle
blue,[58 28],circle
orange,[58  5],rectangle
gray,[17 30],rectangle
yellow,[58 59],rectangle
red,[6 5],circle
green,[21 31],rectangle
blue,[67 54],rectangle
orange,[37 52],circle
gray,[54 18],circle
yellow,[ 6 25],circle
red,[17 15],rectangle
green,[42 16],circle
blue,[12 34],circle
orange,[26 52],circle
gray,[62 60],circle
yellow,[11 60],rectangle
red,[55 51],circle
green,[54 24],rectangle
blue,[20 23],rectangle
orange,[33 14],circle
gray,[28 59],rectangle
yellow,[30 41],circle
red,[49 44],circle
green,[46 62],circle
blue,[ 5 33],rectangle
orange,[27 19],rectangle
gray,[69 47],circle
yellow,[34 43],circle
red,[35 41],circle
green,[68 54],circle
blue,[12 46],rectangle
orange,[52 36],circle
gray,[21 58],rectangle
yellow,[36  7],rectangle
red,[69 59],rectangle
green,[21 18],rectangle
blue,[50 36],rectangle
orange,[22 59],circle
gray,[21 37],circle
yellow,[41 52],rectangle
red,[45 12],circle
green,[14 53],rectangle
blue,[53 60],rectangle
orange,[54 31],rectangle
gray,[14 68],circle
yellow,[68 15],rectangle
red,[68 68],circle
green,[64 27],rectangle
blue,[69 45],rectangle
orange,[20  6],circle
gray,[51 36],circle
yellow,[24 41],circle
red,[15 33],rectangle
green,[30 50],circle
blue,[63 51],rectangle
orange,[36 20],rectangle
gray,[46 42],rectangle
yellow,[69 28],rectangle
red,[45 68],rectangle
green,[36 39],circle
blue,[52 36],rectangle
orange,[64 49],circle
gray,[10 43],circle
yellow,[61  6],circle
red,[57 63],circle
green,[22 33],circle
blue,[60 35],circle
orange,[53  5],rectangle
gray,[67 17],circle
yellow,[24 53],circle
red,[62 28],circle
green,[46  6],rectangle
blue,[46 35],rectangle
orange,[26 24],circle
gray,[15 43],circle
yellow,[ 5 20],circle
red,[16 40],circle
green,[67 52],rectangle
blue,[19 63],rectangle
orange,[33 33],circle
gray,[33 48],rectangle
yellow,[15  9],rectangle
red,[26 16],circle
green,[57 22],circle
blue,[57 54],circle
orange,[32 65],rectangle
gray,[46 10],circle
yellow,[37 36],circle
red,[62 20],circle
green,[45 20],circle
blue,[12 17],circle
orange,[41 61],circle
gray,[35 32],rectangle
yellow,[53  7],circle
red,[16 60],rectangle
green,[58 69],circle
blue,[14 32],rectangle
orange,[64 50],circle
gray,[42 37],rectangle
yellow,[27  7],circle
red,[51 46],rectangle
green,[37 18],circle
blue,[13 12],rectangle
orange,[54 18],circle
gray,[16 47],rectangle
yellow,[67 42],circle
red,[13 69],circle
green,[55 30],rectangle
blue,[16 21],rectangle
orange,[52 66],circle
gray,[45 43],circle
yellow,[69 48],rectangle
red,[11 60],rectangle
green,[67 39],circle
blue,[23 38],rectangle
orange,[35 28],rectangle
gray,[33  9],circle
yellow,[52 58],rectangle
red,[13 38],rectangle
green,[52 57],circle
blue,[37 68],circle
orange,[39 43],circle
gray,[45  8],rectangle
yellow,[19 54],circle
red,[58 17],circle
green,[17 57],rectangle
blue,[63 48],rectangle
orange,[15 34],rectangle
gray,[42 41],rectangle
yellow,[27  5],rectangle
red,[17 41],circle
green,[59 60],rectangle
blue,[67 37],circle
orange,[50 12],circle
gray,[ 8 21],rectangle
yellow,[17 60],circle
red,[59  6],circle
green,[60 30],rectangle
blue,[35  9],circle
orange,[15 47],rectangle
gray,[58 47],circle
yellow,[ 6 17],rectangle
red,[66 32],circle
green,[12 59],rectangle
blue,[42 23],circle
orange,[19 42],rectangle
gray,[17  5],rectangle
yellow,[35 44],circle
red,[13  9],circle
green,[43 53],rectangle
blue,[27 42],rectangle
orange,[42 18],rectangle
gray,[66 47],circle
yellow,[62 62],circle
red,[16 43],circle
green,[26 25],rectangle
blue,[38 37],circle
orange,[39 57],circle
gray,[13 68],circle
yellow,[69 29],rectangle
red,[60 59],circle
green,[19 39],circle
blue,[33 32],circle
orange,[55 27],rectangle
gray,[22 13],circle
yellow,[55  6],rectangle
red,[26 15],circle
green,[56 56],rectangle
blue,[69 40],rectangle
orange,[59 11],rectangle
gray,[21 59],circle
yellow,[ 5 37],circle
red,[60 21],circle
green,[22 29],circle
blue,[51  6],circle
orange,[ 7 47],rectangle
gray,[57 42],rectangle
yellow,[20 12],rectangle
red,[53 65],rectangle
green,[28 38],circle
blue,[13 29],circle
orange,[32 55],rectangle
gray,[61 38],rectangle
yellow,[40  9],circle
red,[47 62],rectangle
green,[28 43],rectangle
blue,[63 69],rectangle
orange,[45 47],rectangle
gray,[18  7],circle
yellow,[23 63],rectangle
red,[13  7],rectangle
green,[43 34],circle
blue,[43 49],circle
orange,[51 15],rectangle
gray,[26 32],circle
yellow,[58 36],rectangle
red,[64 40],rectangle
green,[53 59],circle
blue,[27 27],rectangle
orange,[43  9],rectangle
gray,[24 55],circle
yellow,[36 39],rectangle
red,[19 37],rectangle
green,[52 13],circle
blue,[16 21],rectangle
orange,[55 54],circle
gray,[57 34],rectangle
yellow,[31 65],rectangle
red,[ 9 11],rectangle
green,[37 35],rectangle
blue,[ 5 40],circle
orange,[49 13],rectangle
gray,[56 57],circle
yellow,[60 33],circle
red,[28 45],rectangle
green,[ 9 46],rectangle
blue,[68 15],circle
orange,[67 53],circle
gray,[43 62],circle
yellow,[52 23],rectangle
red,[48 17],rectangle
green,[44 48],rectangle
blue,[45 66],rectangle
orange,[67 13],rectangle
gray,[ 8 69],rectangle
yellow,[20 46],circle
red,[31 33],circle
green,[49 35],rectangle
blue,[67 49],rectangle
orange,[46 58],rectangle
gray,[14 45],circle
yellow,[69 21],circle
red,[21 51],rectangle
green,[44 68],circle
blue,[20 69],rectangle
orange,[20 30],circle
gray,[68 29],rectangle
yellow,[35 16],circle
red,[20 54],rectangle
green,[53 65],circle
blue,[ 6 33],rectangle
orange,[61 15],circle
gray,[43  5],rectangle
yellow,[36 42],rectangle
red,[22 29],rectangle
green,[ 9 69],circle
blue,[28 60],circle
orange,[64 49],circle
gray,[50 64],rectangle
yellow,[36 45],circle
red,[26 65],rectangle
green,[69 19],circle
blue,[19  5],circle
orange,[14 38],rectangle
gray,[10 59],rectangle
yellow,[47 22],circle
red,[49 67],circle
green,[54 15],circle
blue,[37 41],circle
orange,[59 46],circle
gray,[30 65],circle
yellow,[14 54],circle
red,[55 28],rectangle
green,[40 14],rectangle
blue,[48 47],circle
orange,[ 8 45],circle
gray,[57 11],circle
yellow,[24 20],circle
red,[19 49],circle
green,[58 37],circle
blue,[48 16],circle
orange,[30 10],circle
gray,[57 62],circle
yellow,[64 22],circle
red,[15 39],circle
green,[53 63],rectangle
blue,[44 29],rectangle
orange,[32 53],circle
gray,[69 65],rectangle
yellow,[25 23],circle
red,[65 26],circle
green,[33 30],rectangle
blue,[63 53],rectangle
orange,[40 49],circle
gray,[35 13],circle
yellow,[13 55],rectangle
red,[31  6],circle
green,[66 11],circle
blue,[ 7 68],rectangle
orange,[59 56],rectangle
gray,[17 26],rectangle
yellow,[ 9 10],circle
red,[55 51],circle
green,[30 45],circle
blue,[63 36],rectangle
orange,[36 12],circle
